record_type	engine	engine_label	holdout_dataset	top_k_recurrence	top_k_metastasis	is_baseline	n_recurrence_genes	inner_cv_cindex	outer_cindex_lodo	outer_auroc_lodo	cindex_external	auroc_external	mean_cindex_lodo_baseline	mean_cindex_lodo_full	delta_lodo_full_minus_baseline	model_id	cindex_external_baseline	delta_cindex_external_full_minus_baseline
official_locked	penalized_cox	Penalized Cox	NA	15	5	NA	15	0.703795260100632	0.665	0.634022238102698	0.687	0.625508777380767	0.67	0.665	-0.005	Clinical+Recurrence_top15+Metastasis_top5 (official locked K)	0.686	0.001
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE30219	15	5	FALSE	15	0.699960419490143	0.6998730964467	0.673280423280423	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE31210	15	5	FALSE	15	0.640370383165491	0.6837451824983	0.702345679012345	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE37745	15	5	FALSE	15	0.777743675339977	0.636251541307028	0.575498575498575	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE50081	15	5	FALSE	15	0.697106562406915	0.612192786466645	0.584964274619447	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE30219	15	NA	TRUE	15	NA	0.708121827411168	0.683201058201058	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE31210	15	NA	TRUE	15	NA	0.684198594423033	0.703333333333333	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE37745	15	NA	TRUE	15	NA	0.643649815043157	0.578347578347578	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	penalized_cox	Penalized Cox	GSE50081	15	NA	TRUE	15	NA	0.614427066709224	0.585274930102516	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	5	5	NA	NA	0.669134495800053	NA	0.701750128222558	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	10	5	NA	NA	0.690671541083366	NA	0.708232707719238	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	15	5	NA	NA	0.699960419490143	NA	0.71468823325747	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	5	10	NA	NA	0.683328151511703	NA	0.709282782172447	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	10	10	NA	NA	0.701678444077139	NA	0.708320584650014	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	15	10	NA	NA	0.694817009184545	NA	0.711213518240005	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	5	15	NA	NA	0.683112906645984	NA	0.709044754372279	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	10	15	NA	NA	0.703007427695982	NA	0.709669893509414	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE30219	15	15	NA	NA	0.715228794624186	NA	0.71927891953174	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	5	5	NA	NA	0.60449485998627	NA	0.599509037754887	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	10	5	NA	NA	0.630648569099234	NA	0.594143890620764	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	15	5	NA	NA	0.640370383165491	NA	0.584553262702931	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	5	10	NA	NA	0.608393303227831	NA	0.601737886283546	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	10	10	NA	NA	0.628509745259798	NA	0.613599750384025	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	15	10	NA	NA	0.639544515007626	NA	0.58783171817114	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	5	15	NA	NA	0.605080957907908	NA	0.598648822701124	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	10	15	NA	NA	0.624604805875291	NA	0.612024496626608	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE31210	15	15	NA	NA	0.638688319967234	NA	0.587890451341827	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	5	5	NA	NA	0.747046576101032	NA	0.676146680991917	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	10	5	NA	NA	0.771366387989789	NA	0.694315010547761	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	15	5	NA	NA	0.777743675339977	NA	0.701574184540362	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	5	10	NA	NA	0.738916580275785	NA	0.676083021645249	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	10	10	NA	NA	0.762274100707921	NA	0.688353795250322	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	15	10	NA	NA	0.766833686362485	NA	0.696224117346981	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	5	15	NA	NA	0.733616347581554	NA	0.674115955775131	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	10	15	NA	NA	0.759671159487636	NA	0.685637792996356	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE37745	15	15	NA	NA	0.763609189926719	NA	0.693040093066396	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	5	5	NA	NA	0.643499591104368	NA	0.632905992192472	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	10	5	NA	NA	0.68217392607468	NA	0.672101683464213	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	15	5	NA	NA	0.697106562406915	NA	0.691888721490698	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	5	10	NA	NA	0.640748861480238	NA	0.631157695781704	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	10	10	NA	NA	0.665365041156705	NA	0.656404775557972	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	15	10	NA	NA	0.683093605937669	NA	0.679666371342816	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	5	15	NA	NA	0.638165213770497	NA	0.628133180084833	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	10	15	NA	NA	0.663155030431529	NA	0.654972087323589	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	penalized_cox	Penalized Cox	GSE50081	15	15	NA	NA	0.679294222675698	NA	0.67516797985723	NA	NA	NA	NA	NA	NA	NA	NA
official_locked	lasso_cox	Lasso Cox	NA	15	5	NA	15	0.668288666993719	0.634	0.626053466944271	0.5	0.5	0.659	0.634	-0.025	Clinical+Recurrence_top15+Metastasis_top15 (official locked K)	0.5	0
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE30219	15	15	FALSE	15	0.673042740516781	0.696700507614213	0.664021164021164	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top15 (global grid K)	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE31210	15	15	FALSE	15	0.591361841282322	0.669236000906824	0.689012345679011	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top15 (global grid K)	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE37745	15	15	FALSE	15	0.704392034493086	0.600493218249075	0.544159544159544	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top15 (global grid K)	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE50081	15	15	FALSE	15	0.704358051682687	0.633897223108841	0.607020813917366	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top15 (global grid K)	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE30219	15	NA	TRUE	15	NA	0.696700507614213	0.664021164021164	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE31210	15	NA	TRUE	15	NA	0.669236000906824	0.689012345679011	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE37745	15	NA	TRUE	15	NA	0.600493218249075	0.544159544159544	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	lasso_cox	Lasso Cox	GSE50081	15	NA	TRUE	15	NA	0.633258857325247	0.60515688101895	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	5	5	NA	NA	0.660275025508026	NA	0.66761991198813	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	10	5	NA	NA	0.636780594171475	NA	0.656688068458342	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	15	5	NA	NA	0.672432545620616	NA	0.676531562746493	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	5	10	NA	NA	0.660590981274219	NA	0.667771083567873	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	10	10	NA	NA	0.636780594171475	NA	0.656688068458342	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	15	10	NA	NA	0.672755784881684	NA	0.676674013163904	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	5	15	NA	NA	0.606007647940886	NA	0.637771083567873	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	10	15	NA	NA	0.595120839037194	NA	0.612931056881781	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE30219	15	15	NA	NA	0.673042740516781	NA	0.676354596508353	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	5	5	NA	NA	0.538317757009346	NA	0.50247619047619	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	10	5	NA	NA	0.575941280534658	NA	0.539668202764977	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	15	5	NA	NA	0.591361841282322	NA	0.539287250384024	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	5	10	NA	NA	0.538317757009346	NA	0.50247619047619	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	10	10	NA	NA	0.575941280534658	NA	0.539668202764977	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	15	10	NA	NA	0.591361841282322	NA	0.539287250384024	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	5	15	NA	NA	0.538317757009346	NA	0.50247619047619	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	10	15	NA	NA	0.575941280534658	NA	0.539668202764977	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE31210	15	15	NA	NA	0.591361841282322	NA	0.539287250384024	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	5	5	NA	NA	0.66173481904452	NA	0.613187863080028	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	10	5	NA	NA	0.690436272651568	NA	0.640881807133005	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	15	5	NA	NA	0.70455165141248	NA	0.660206250989425	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	5	10	NA	NA	0.661574305400861	NA	0.6126081529351	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	10	10	NA	NA	0.690117038812782	NA	0.640450772650247	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	15	10	NA	NA	0.702324851030554	NA	0.658370064281842	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	5	15	NA	NA	0.66173481904452	NA	0.613187863080028	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	10	15	NA	NA	0.690117038812782	NA	0.640450772650247	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE37745	15	15	NA	NA	0.704392034493086	NA	0.659775216506666	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	5	5	NA	NA	0.618973476537361	NA	0.612300302190268	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	10	5	NA	NA	0.6811468021005	NA	0.675280556018664	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	15	5	NA	NA	0.702154194933376	NA	0.700963627813401	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	5	10	NA	NA	0.618973476537361	NA	0.612300302190268	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	10	10	NA	NA	0.68189193994105	NA	0.674885299101668	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	15	10	NA	NA	0.703429259113028	NA	0.698786577810264	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	5	15	NA	NA	0.618973476537361	NA	0.612300302190268	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	10	15	NA	NA	0.680963147371391	NA	0.674885299101668	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	lasso_cox	Lasso Cox	GSE50081	15	15	NA	NA	0.704358051682687	NA	0.699580228603915	NA	NA	NA	NA	NA	NA	NA	NA
official_locked	ridge_cox	Ridge Cox	NA	15	5	NA	15	0.702826244989107	0.663	0.632232948813408	0.688	0.625664129252757	0.669	0.663	-0.006	Clinical+Recurrence_top15+Metastasis_top10 (official locked K)	0.687	0.00099999999999989
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE30219	15	10	FALSE	15	0.698048457575879	0.6998730964467	0.673280423280423	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top10 (global grid K)	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE31210	15	10	FALSE	15	0.65167950168489	0.684878712310134	0.704197530864197	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top10 (global grid K)	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE37745	15	10	FALSE	15	0.771119890004883	0.642416769420469	0.575498575498575	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top10 (global grid K)	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE50081	15	10	FALSE	15	0.690457130690774	0.605489945738908	0.575955265610438	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top10 (global grid K)	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE30219	15	NA	TRUE	15	NA	0.708121827411168	0.682539682539682	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE31210	15	NA	TRUE	15	NA	0.682725005667649	0.702222222222222	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE37745	15	NA	TRUE	15	NA	0.643649815043157	0.575498575498575	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	ridge_cox	Ridge Cox	GSE50081	15	NA	TRUE	15	NA	0.612192786466645	0.586206896551724	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	5	5	NA	NA	0.671022039441257	NA	0.700883139185872	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	10	5	NA	NA	0.689402197017226	NA	0.706606728672649	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	15	5	NA	NA	0.693733765614708	NA	0.7111530528908	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	5	10	NA	NA	0.681869160608964	NA	0.706354403410715	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	10	10	NA	NA	0.692503350633818	NA	0.703068253780978	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	15	10	NA	NA	0.698048457575879	NA	0.710649006692067	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	5	15	NA	NA	0.687954034765352	NA	0.710159779498128	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	10	15	NA	NA	0.696573709160409	NA	0.70488478505711	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE30219	15	15	NA	NA	0.696915186005822	NA	0.708853876604125	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	5	5	NA	NA	0.608390581186416	NA	0.598839319598807	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	10	5	NA	NA	0.632763594821321	NA	0.614851706273907	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	15	5	NA	NA	0.64058140749195	NA	0.606224138580163	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	5	10	NA	NA	0.616163477691931	NA	0.595599475542905	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	10	10	NA	NA	0.634619106542795	NA	0.61435015511581	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	15	10	NA	NA	0.65167950168489	NA	0.607857799840366	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	5	15	NA	NA	0.624668806200495	NA	0.603842401207795	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	10	15	NA	NA	0.636215578519239	NA	0.621413127616638	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE31210	15	15	NA	NA	0.645509708318137	NA	0.608133715851932	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	5	5	NA	NA	0.755467757713675	NA	0.67968599881091	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	10	5	NA	NA	0.774749047103154	NA	0.692050528823384	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	15	5	NA	NA	0.779619858278904	NA	0.699405070327428	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	5	10	NA	NA	0.746075259838203	NA	0.674287925785518	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	10	10	NA	NA	0.768972501429216	NA	0.690161975822903	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	15	10	NA	NA	0.771119890004883	NA	0.693863913228155	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	5	15	NA	NA	0.743965858745762	NA	0.674175480148954	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	10	15	NA	NA	0.763616104446488	NA	0.686814659114164	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE37745	15	15	NA	NA	0.766365595422946	NA	0.694027441424957	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	5	5	NA	NA	0.646303714230432	NA	0.637757294976853	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	10	5	NA	NA	0.679762371758821	NA	0.669806091221569	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	15	5	NA	NA	0.697012009383877	NA	0.691349001785245	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	5	10	NA	NA	0.640391025561685	NA	0.630570002021752	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	10	10	NA	NA	0.673730216843133	NA	0.664869372503386	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	15	10	NA	NA	0.690457130690774	NA	0.683512422875464	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	5	15	NA	NA	0.64153362359287	NA	0.63092197832156	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	10	15	NA	NA	0.669892649733539	NA	0.65992817591873	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	ridge_cox	Ridge Cox	GSE50081	15	15	NA	NA	0.68718714913919	NA	0.680496368363231	NA	NA	NA	NA	NA	NA	NA	NA
official_locked	elastic_net_cox	Elastic-net Cox	NA	15	5	NA	15	0.70445345117262	0.668	0.636035708406398	0.688	0.62765263321423	0.67	0.668	-0.002	Clinical+Recurrence_top15+Metastasis_top5 (official locked K)	0.688	0
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE30219	15	5	FALSE	15	0.695582248836177	0.722	0.709	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE31210	15	5	FALSE	15	0.639992119164418	0.704	0.724	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE37745	15	5	FALSE	15	0.778795328875124	0.633	0.571	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE50081	15	5	FALSE	15	0.703444107814762	0.613	0.584	NA	NA	NA	NA	NA	Clinical+Recurrence_top15+Metastasis_top5 (global grid K)	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE30219	15	NA	TRUE	15	NA	0.708121827411168	0.681878306878307	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE31210	15	NA	TRUE	15	NA	0.68476535932895	0.70358024691358	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE37745	15	NA	TRUE	15	NA	0.643649815043157	0.576923076923077	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
lodo_holdout_fold	elastic_net_cox	Elastic-net Cox	GSE50081	15	NA	TRUE	15	NA	0.612192786466645	0.586206896551724	NA	NA	NA	NA	NA	Baseline: Clinical+Recurrence_top15	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	5	5	NA	NA	0.661990302031395	NA	0.69488878294016	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	10	5	NA	NA	0.688906026235955	NA	0.70751237748188	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	15	5	NA	NA	0.695582248836177	NA	0.709832216451735	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	5	10	NA	NA	0.683960053530856	NA	0.709032538170975	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	10	10	NA	NA	0.692335826107262	NA	0.706752803899174	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	15	10	NA	NA	0.691642142627613	NA	0.712219551154114	NA	NA	NA	NA	NA	NA	NA	NA
inner_cv_kr_km	elastic_net_cox	Elastic-net Cox	GSE30219	5	15	NA	NA	0.685576213876327	NA	0.710406515817468	NA	NA	NA	NA	NA	NA	NA	NA
